113	73188	strict_mass	95
114	86657	archaeological_admission	84
115	50314	vague_chimney	76
116	75795	smart_ankle	3
117	6883	supplementary_secretary	15
118	8576	still_score	50
119	72429	successful_arm	82
120	78336	due_glory	9
121	63416	democratic_gentleman	15
122	11790	eligible_performance	51
123	86992	personal_guitar	77
124	65229	obese_person	54
125	69225	chronic_domination	72
126	60902	exact_photography	32
127	88629	wild_plan	38
128	19014	main_season	77
129	95256	green_lid	17
130	4749	charismatic_loyalty	21
131	31731	soft_sauce	41
132	43904	rational_lift	7
133	72528	extinct_theorist	49
134	12722	aware_discount	42
135	14070	hot_disease	78
136	83751	stupid_survivor	81
137	65167	primary_retreat	94
138	12179	acute_poem	20
139	49661	productive_ton	20
140	97050	thirsty_glance	47
141	20354	plain_clearance	46
142	17975	optimistic_terrorist	78
143	6145	bold_distributor	94
144	96579	incredible_division	45
145	89259	outer_grief	98
146	42174	difficult_ceremony	26
147	84662	round_routine	39
148	62489	alive_revival	71
149	7455	experimental_chord	40
150	50308	limited_scholarship	53
151	82213	stunning_economics	72
152	61946	paralyzed_cinema	47
153	23819	fresh_restriction	65
154	64908	gradual_colleague	92
155	12779	predictable_hand	57
156	72922	right_aids	77
157	98810	federal_clash	17
158	11802	conservative_scene	97
159	75849	full_toast	32
160	98060	continuous_duration	74
161	76358	kind_manner	42
162	18515	seasonal_dog	15
163	70075	uniform_temptation	91
164	6502	anonymous_dimension	93
165	94288	empty_gown	84
166	56263	indoor_allocation	48
167	71546	meaningful_ego	56
168	49156	interactive_double	23
169	2523	useful_grant	14
170	13031	joint_sand	14
171	78551	steady_parent	33
172	50047	unlike_phenomenon	9
173	68961	cute_cattle	22
174	80393	honest_lion	46
175	61468	loyal_party	78
176	85578	public_addition	34
177	64450	geological_headline	4
178	94766	regular_adviser	60
179	69150	native_goal	83
180	36473	well_thread	4
181	78549	tired_chance	60
182	12642	senior_aluminium	71
183	9101	straight_fuss	81
184	79155	commercial_makeup	64
185	71717	mental_aspect	71
186	90631	latest_drill	31
187	77699	long_ear	15
188	39526	great_tourism	40
189	26469	live_marriage	45
190	40963	sympathetic_means	51
191	72097	organic_pie	3
192	89764	acceptable_tin	23
193	64503	powerful_destruction	96
194	24275	absolute_clothes	79
195	95926	peaceful_pitch	30
196	63911	full-time_legend	27
197	64084	vicious_pigeon	64
198	79720	true_pensioner	19
199	58192	hilarious_ritual	10
